Index,Album,Song Name,Lyrics
73,1989,I Wish You Would,its 2 am in your car windows down you pass my street the memories start you say its in the past you drive straight ahead youre thinking that i hate you now cause you still dont know what i never said  i wish you would come back wish i never hung up the phone like i did i wish you knew that id never forget you as long as i live and i wish you were right here right now its all good i wish you would its 2 am in my room headlights pass the window pane i think of you were a crooked love in a straight line down makes you want to run and hide but it makes you turn right back around  i wish you would come back wish i never hung up the phone like i did i wish you knew that id never forget you as long as i live and i wish you were right here right now its all good i wish you would i wish we could go back and remember what we were fighting for and i wish you knew that i miss you too much to be mad anymore and i wish you were right here right now its all good i wish you would  i i i i i i wish i wish i i i i i i i wish i wish i i i i i i i wish i wish i you might also like you always knew how to push my buttons you give me everything and nothing this mad mad love makes you come running to stand back where you stood i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish i wish i  2 am here we are see your face hear my voice in the dark were a crooked love in a straight line down makes you wanna run and hide but it made us turn right back around  i wish you would come back wish i never hung up the phone like i did i wish you knew that id never forget you as long as i live and i wish you were right here right now its all good i wish you would i wish you would come back wish i never hung up the phone like i did i wish you knew that id never forget you as long as i live and i wish you were right here right now its all good i wish you would i wish we could go back and remember what we were fighting for and i wish you knew that i miss you too much to be mad anymore and i wish you were right here right now its all good i wish you would i i i i i i wish i wish i you always knew how to push my buttons you give me everything and nothing this mad mad love makes you come running to stand back where you stood i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i i i i i i wish i wish i i i i i i i wish i wish i i i i i i i wish i wish i i wish you would
74,Reputation,...Ready for It?,knew he was a killer first time that i saw him wondered how many girls he had loved and left haunted but if hes a ghost then i can be a phantom holdin him for ransom some some boys are tryin too hard he dont try at all though younger than my exes but he act like such a man so i see nothing better i keep him forever like a vendettata  i i i see how this is gon go touch me and youll never be alone iisland breeze and lights down low no one has to know in the middle of the night in my dreams you should see the things we do baby in the middle of the night in my dreams i know im gonna be with you so i take my time are you ready for it  knew i was a robber first time that he saw me stealing hearts and running off and never sayin sorry but if im a thief then he can join the heist and well move to an island and and he can be my jailer burton to this taylor every love ive known in comparison is a failure i forget their names now im so very tame now never be the same now now  i i i see how this is gon go touch me and youll never be alone iisland breeze and lights down low no one has to know no one has to know  in the middle of the night in my dreams you should see the things we do baby in the middle of the night in my dreams i know im gonna be with you so i take my time are you ready for it oh are you ready for it you might also like baby let the games begin let the games begin let the games begin baby let the games begin let the games begin let the games begin  i i i see how this is gon go touch me and youll never be alone iisland breeze and lights down low no one has to know  in the middle of the night night in my dreams my dreams you should see the things we do we do baby baby hmm eh in the middle of the night in my dreams my dreams i know im gonna be with you i know im gonna be with you so i take my time in the middle of the night  baby let the games begin let the games begin let the games begin are you ready for it baby let the games begin let the games begin let the games begin are you ready for it
76,Reputation,Delicate,this aint for the best my reputations never been worse so you must like me for me we cant make any promises now can we babe but you can make me a drink dive bar on the east side where you at phone lights up my nightstand in the black come here you can meet me in the back dark jeans and your nikes look at you oh damn never seen that color blue just think of the fun things we could do cause i like you this aint for the best my reputations never been worse so you must like me for me yeah i want you we cant make any promises now can we babe but you can make me a drink  is it cool that i said all that is it chill that youre in my head cause i know that its delicate delicate is it cool that i said all that is it too soon to do this yet cause i know that its delicate  isnt it isnt it isnt it isnt it isnt it isnt it isnt it isnt it delicate  third floor on the west side me and you handsome youre a mansion with a view do the girls back home touch you like i do long night with your hands up in my hair echoes of your footsteps on the stairs stay here honey i dont wanna share you might also like cause i like you this aint for the best my reputations never been worse so you must like me for me yeah i want you we cant make any promises now can we babe but you can make me a drink  is it cool that i said all that is it chill that youre in my head cause i know that its delicate delicate is it cool that i said all that is it too soon to do this yet cause i know that its delicate  isnt it isnt it isnt it isnt it isnt it isnt it isnt it isnt it delicate  sometimes i wonder when you sleep are you ever dreaming of me sometimes when i look into your eyes i pretend youre mine all the damn time cause i like you is it cool that i said all that is it chill that youre in my head cause i know that its delicate delicate yeah i want you is it cool that i said all that is it too soon to do this yet cause i know that its delicate delicate cause i like you is it cool that i said all that isnt it is it chill that youre in my head isnt it isnt it cause i know that its delicate isnt it delicate yeah i want you is it cool that i said all that isnt it is it too soon to do this yet isnt it isnt it cause i know that its delicate isnt it delicate
78,Reputation,This Is Why We Can't Have Nice Things,it was so nice throwing big parties jump into the pool from the balcony everyone swimming in a champagne sea and there are no rules when you show up here bass beat rattling the chandelier feeling so gatsby for that whole year  so whyd you have to rain on my parade im shaking my head and locking the gates this is why we cant have nice things darling because you break them i had to take them away this is why we cant have nice things honey oh did you think i wouldnt hear all the things you said about me this is why we cant have nice things  it was so nice being friends again there i was giving you a second chance but you stabbed me in the back while shaking my hand and therein lies the issue friends dont try to trick you get you on the phone and mindtwist you and so i took an axe to a mended fence  but im not the only friend youve lost lately mmmm if only you werent so shady this is why we cant have nice things darling yeah because you break them i had to take them away this is why we cant have nice nice things things baby honey did you think i wouldnt hear all the things you said about me this is why we cant have⊔ you might also like heres a toast to my real friends they dont care about the hesaid shesaid and heres to my baby he aint reading what they call me lately and heres to my mama had to listen to all this drama and heres to you cause forgiveness is a nice thing to do haha i cant even say it with a straight face this is why we cant have nice things darling darling because you break them i had to take them away this is why we cant have nice uhuh things oh no honey baby oh did you think i wouldnt hear all the things you said about me this is why we cant have nice things darling and heres to my real friends because you break them i had to take them and heres to my baby nice things honey they didnt care about that hesaid shesaid did you think i wouldnt hear all the things you said about me this is why we cant have nice things
79,Reputation,Getaway Car,no nothing good starts in a getaway car  it was the best of times the worst of crimes i struck a match and blew your mind but i didnt mean it and you didnt see it the ties were black the lies were white in shades of gray in candlelight i wanted to leave him i needed a reason x marks the spot where we fell apart he poisoned the well i was lyin to myself i knew it from the first old fashioned we were cursed we never had a shotgun shot in the dark oh  you were drivin the getaway car we were flyin but wed never get far dont pretend its such a mystery think about the place where you first met me ridin in a getaway car there were sirens in the beat of your heart shouldve known id be the first to leave think about the place where you first met me in a getaway car ohohoh no they never get far ohohah no nothing good starts in a getaway car  it was the great escape the prison break the light of freedom on my face but you werent thinkin and i was just drinkin while he was runnin after us i was screamin go go go but with three of us honey its a sideshow and a circus aint a love story and now were both sorry were both sorry you might also like x marks the spot where we fell apart he poisoned the well every man for himself i knew it from the first old fashioned we were cursed it hit you like a shotgun shot to the heart oh  you were drivin the getaway car we were flyin but wed never get far dont pretend its such a mystery think about the place where you first met me ridin in a getaway car there were sirens in the beat of your heart shouldve known id be the first to leave think about the place where you first met me in a getaway car ohohoh no they never get far ohohah no nothing good starts in a getaway car  we were jetset bonnie and clyde ohoh until i switched to the other side to the other side its no surprise i turned you in ohoh cause us traitors never win  im in a getaway car i left you in a motel bar put the money in a bag and i stole the keys that was the last time you ever saw me oh drivin the getaway car we were flyin but wed never get far dont pretend dont pretend its such a mystery think about the place where you first met me ridin in a getaway car there were sirens in the beat of your heart shouldve known shouldve known id be the first to leave think about the place where you first met me in a getaway car ohohoh no they never get far ohohah no nothing good starts in a getaway car  i was ridin in a getaway car i was cryin in a getaway car i was dyin in a getaway car said goodbye in a getaway car ridin in a getaway car i was cryin in a getaway car i was dyin in a getaway car said goodbye in a getaway car
80,Reputation,Don't Blame Me,dont blame me love made me crazy if it doesnt you aint doin it right lord save me my drug is my baby ill be usin for the rest of my life  ive been breakin hearts a long time and toyin with them older guys just playthings for me to use something happened for the first time in the darkest little paradise shaking pacin i just need you for you i would cross the line i would waste my time i would lose my mind they say shes gone too far this time  dont blame me love made me crazy if it doesnt you aint doin it right lord save me my drug is my baby ill be usin for the rest of my life dont blame me love made me crazy if it doesnt you aint doin it right oh lord save me my drug is my baby ill be usin for the rest of my life  my name is whatever you decide and im just gonna call you mine im insane but im your baby your baby echoes echoes of your name inside my mind halo hiding my obsession i once was poison ivy but now im your daisy  and baby for you i would i would fall from grace just to just to touch your face if you if you walk away id beg you on my knees to stay you might also like dont blame me love made me crazy if it doesnt you aint doin it right lord save me my drug is my baby ill be usin for the rest of my life yeah ooh dont blame me love made me crazy if it doesnt you aint doin it right doin it right oh lord save me my drug is my baby ill be usin for the rest of my life  i get so high oh every time youre every time youre lovin me youre lovin me trip of my life oh every time youre every time youre touchin me youre touchin me every time youre every time youre lovin me  oh lord save me my drug is my baby ill be usin for the rest of my life usin for the rest of my life ohwoahohoh  dont blame me love made me crazy if it doesnt you aint doin it right doin it right no lord save me my drug is my baby ill be usin for the rest of my life ohoh dont blame me love made me crazy ohohoh if it doesnt you aint doin it right you aint doin it right oh lord save me my drug is my baby ill be usin for the rest of my life ill be usin ill be usin i get so high oh every time youre every time youre lovin me youre lovin me oh lord save me my drug is my baby ill be usin for the rest of my life
81,Reputation,End Game,i wanna be your end game i wanna be your first string i wanna be your ateam woah woah woah i wanna be your end game end game  big reputation big reputation ooh you and me we got big reputations ah and you heard about me ooh i got some big enemies yeah big reputation big reputation ooh you and me would be a big conversation ah git git and i heard about you ooh yeah you like the bad ones too you so dope dont overdose im so stoked i need a toast we do the most im in the ghost like im whippin a boat boat boat boat i got a reputation girl that dont precede me yeah im one call away whenever you need me yeah im in a g5 yeah come to the aside yeah i got a bad boy persona thats what they like thats what they like you love it i love it too cause you my type you my type you hold me down and i protect you with my life my life my life  i dont wanna touch you i dont wanna be just another exlove you dont wanna see i dont wanna miss you i dont wanna miss you like the other girls do i dont wanna hurt you i just wanna be drinking on a beach with you all over me i know what they all say i know what they all say but i aint tryna play  i wanna be your end game end game i wanna be your first string first string i wanna be your ateam ateam i wanna be your end game end game you might also like knew her when i was young reconnected when we were little bit older both sprung i got issues and chips on both of my shoulders reputation precedes me in rumors im kneedeep the truth is its easier to ignore it believe me even when wed argue wed not do it for long and you understand the good and bad end up in the song for all your beautiful traits and the way you do it with ease for all my flaws paranoia and insecurities ive made mistakes and made some choices thats hard to deny after the storm something was born on the 4th of july ive passed days without fun this end game is the one with four words on the tip of my tongue ill never say it  i dont wanna touch you i dont wanna be just another exlove you dont wanna see i dont wanna miss you i dont wanna miss you like the other girls do i dont wanna hurt you i just wanna be drinking on a beach with you all over me i know what they all say yeah but i aint tryna play  i wanna be your end game end game i wanna be your first string wanna be your first string i wanna be your ateam ateam i wanna be your end game end game big reputation big reputation ooh you and me we got big reputations ah and you heard about me ooh i got some big enemies hey big reputation big reputation yeah ooh you and me would be a big conversation ah and i heard about you ooh you like the bad ones too  i hit you like bang we tried to forget it but we just couldnt and i bury hatchets but i keep maps of where i put em reputation precedes me they told you im crazy i swear i dont love the drama it loves me and i cant let you go your handprints on my soul its like your eyes are liquor its like your body is gold youve been callin my bluff on all my usual tricks ooh so heres the truth from my red lips ah  i wanna be your end game end game i wanna be your first string me and you first string i wanna be your ateam be your ateam now ateam i wanna be your end game end game i wanna be your end game oh i do i wanna be your first string first string i wanna be your ateam ateam i wanna be your end game end game
82,Reputation,Dancing with Our Hands Tied,i i loved you in secret first sight yeah we love without reason oh twentyfive years old oh how were you to know and my my love had been frozen deep blue but you painted me golden oh and you held me close oh how was i to know i⊓  couldve spent forever with your hands in my pockets picture of your face in an invisible locket you said there was nothing in the world that could stop it i had a bad feeling and darling you had turned my bed into a sacred oasis people started talking putting us through our paces i knew there was no one in the world who could take it i had a bad feeling but we were dancing dancing with our hands tied hands tied yeah we were dancing like it was the first time first time yeah we were dancing dancing with our hands tied hands tied yeah we were dancing and i had a bad feeling but we were dancing  i i loved you in spite of deep fears that the world would divide us so baby can we dance oh through an avalanche and say say that we got it im a mess but im the mess that you wanted oh cause its gravity oh keeping you with me i⊓  couldve spent forever with your hands in my pockets picture of your face in an invisible locket you said there was nothing in the world that could stop it i had a bad feeling you might also like but we were dancing dancing with our hands tied hands tied yeah we were dancing like it was the first time first time yeah we were dancing dancing with our hands tied hands tied yeah we were dancing knew we had our hands tied and i had a bad feeling but we were dancing  id kiss you as the lights went out swaying as the room burned down id hold you as the water rushes in if i could dance with you again id kiss you as the lights went out swaying as the room burned down id hold you as the water rushes in if i could dance with you again again  dancing with our hands tied hands tied oh yeah we were dancing like it was the first time first time first time first time yeah we were dancing oh dancing with our hands tied hands tied dancing with our hands tied yeah we were dancing ooh and i had a bad feeling had a bad feeling but we were dancing oohooh oohooh hands tied hands tied dancing
83,Reputation,King Of My Heart,im perfectly fine i live on my own i made up my mind im better off bein alone we met a few weeks ago now you try on callin me baby like tryin on clothes  salute to me im your american queen and you move to me like im a motown beat and we rule the kingdom inside my room cause all the boys and their expensive cars with their range rovers and their jaguars never took me quite where you do and all at once you are the one i have been waiting for king of my heart body and soul oohwoah and all at once youre all i want ill never let you go king of my heart body and soul oohwoah  and all at once ive been waiting waiting oohwoah oohwoah and all at once you are the one i have been waiting waiting body and soul oohwoah and all at once  late in the night the citys asleep your love is a secret im hoping dreaming dying to keep change my priorities the taste of your lips is my idea of luxury  salute to me im your american queen and you move to me like im a motown beat and we rule the kingdom inside my room inside my room oh cause all the boys and their expensive cars with their range rovers and their jaguars never took me quite where you do where you do you might also like and all at once you are the one i have been waiting for king of my heart body and soul oohwoah and all at once youre all i want ill never let you go king of my heart my heart body and soul oohwoah  and all at once hey ive been waiting waiting waiting oohwoah oohwoah and all at once you are the one i have been waiting waiting waiting waiting body and soul oohwoah and all at once  is this the end of all the endings my broken bones are mending with all these nights were spending up on the roof with a school girl crush drinking beer out of plastic cups say you fancy me not fancy stuff baby all at once this is enough  and all at once you are the one i have been waiting for king of my heart body and soul oohwoah and all at once you are the one i have been waiting for king of my heart body and soul oohwoah and all at once youre all i want ill never let you go king of my heart my heart body and soul my soul oohwoah  and all at once ive been waiting waiting oohwoah oohwoah oohwoah and all at once you are the one i have been waiting waiting body and soul oohwoah and all at once
84,Reputation,New Year's Day,theres glitter on the floor after the party girls carrying their shoes down in the lobby candle wax and polaroids on the hardwood floor you and me from the night before but  dont read the last page but i stay when youre lost and im scared and youre turning away i want your midnights but ill be cleaning up bottles with you on new years day you squeeze my hand three times in the back of the taxi i can tell that its gonna be a long road ill be there if youre the toast of the town babe or if you strike out and youre crawling home  dont read the last page but i stay when its hard or its wrong or were making mistakes i want your midnights but ill be cleaning up bottles with you on new years day  hold on to the memories they will hold on to you hold on to the memories they will hold on to you hold on to the memories they will hold on to you and i will hold on to you  please dont ever become a stranger whose laugh i could recognize anywhere please dont ever become a stranger whose laugh i could recognize anywhere  theres glitter on the floor after the party girls carrying their shoes down in the lobby candle wax and polaroids on the hardwood floor you and me forevermore you might also like dont read the last page but i stay when its hard or its wrong or were making mistakes i want your midnights but ill be cleaning up bottles with you on new years day  hold on to the memories they will hold on to you hold on to the memories they will hold on to you hold on to the memories they will hold on to you and i will hold on to you  please dont ever become a stranger to the memories they will hold on to you whose laugh i could recognize anywhere hold on to the memories they will hold on to you please dont ever become a stranger hold on to the memories they will hold on to you whose laugh i could recognize anywhere i will hold on to you
85,Reputation,Gorgeous,gorgeous  you should take it as a compliment that i got drunk and made fun of the way you talk you should think about the consequence of your magnetic field being a little too strong and i got a boyfriend hes older than us hes in the club doin i dont know what youre so cool it makes me hate you so much i hate you so much whisky on ice sunset and vine youve ruined my life by not being mine  youre so gorgeous i cant say anything to your face cause look at your face gorgeous and im so furious at you for making me feel this way but what can i say youre gorgeous  you should take it as a compliment that im talking to everyone here but you but you but you and you should think about the consequence of you touching my hand in a darkened room dark room dark room if youve got a girlfriend im jealous of her but if youre single thats honestly worse cause youre so gorgeous it actually hurts honey it hurts  ocean blue eyes looking in mine i feel like i might sink and drown and die you might also like youre so gorgeous i cant say anything to your face to your face cause look at your face look at your face gorgeous and im so furious at you for making me feel this way feel this way but what can i say youre gorgeous  you make me so happy it turns back to sad theres nothing i hate more than what i cant have and you are so gorgeous it makes me so mad mmh you make me so happy it turns back to sad yeah theres nothing i hate more than what i cant have and guess ill just stumble on home to my cats yeugh alone unless you wanna come along oh  youre so gorgeous i cant say anything to your face to your face cause look at your face look at your face gorgeous and im so furious im so furious at you for making me feel this way feel this way but what can i say i say youre gorgeous you make me so happy it turns back to sad yeah theres nothing i hate more than what i cant have and you are so gorgeous it makes me so mad mmh youre gorgeous you make me so happy it turns back to sad it turns back to sad theres nothing i hate more than what i cant have what i cant have you are so gorgeous it makes me so mad mmh youre gorgeous
87,Reputation,Call It What You Want,my castle crumbled overnight i brought a knife to a gunfight they took the crown but its alright all the liars are calling me one nobodys heard from me for months im doin better than i ever was cause  my babys fit like a daydream walkin with his head down im the one hes walking to so call it what you want yeah call it what you want to my babys fly like a jet stream high above the whole scene loves me like im brand new so call it what you want yeah call it what you want to all my flowers grew back as thorns windows boarded up after the storm he built a fire just to keep me warm all the drama queens taking swings all the jokers dressing up as kings they fade to nothing when i look at him and i know i make the same mistakes every time bridges burn i never learn at least i did one thing right i did one thing right im laughing with my lover makin forts under covers trust him like a brother yeah you know i did one thing right starry eyes sparkin up my darkest night  my babys fit like a daydream walkin with his head down im the one hes walking to so call it what you want yeah call it what you want to my babys fly like a jet stream high above the whole scene loves me like im brand new call it what you want call it what you want call it so call it what you want yeah call it what you want to you might also like i want to wear his initial on a chain round my neck chain round my neck not because he owns me but cause he really knows me which is more than they can say i i recall late november holding my breath slowly i said you dont need to save me but would you run away with me yes would you run away  my babys fit like a daydream walkin with his head down im the one hes walking to call it what you want call it what you want call it so call it what you want yeah call it what you want it to call it what you want to my babys fly like a jet stream oh high above the whole scene loves me like im brand new call it what you want call it what you want call it so call it what you want yeah call it what you want to call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want yeah call it what you want to
89,Reputation,Dress,our secret moments in a crowded room they got no idea about me and you there is an indentation in the shape of you made your mark on me a golden tattoo  all of this silence and patience pining and anticipation my hands are shaking from holding back from you ha ah ah all of this silence and patience pining and desperately waiting my hands are shaking from all this ah ha ha haah say my name and everything just stops i dont want you like a best friend only bought this dress so you could take it off take it off ha ha haah carve your name into my bedpost cause i dont want you like a best friend only bought this dress so you could take it off take it off ha ha haah  inescapable im not even gonna try and if i get burned at least we were electrified im spilling wine in the bathtub you kiss my face and were both drunk everyone thinks that they know us but they know nothin about  all of this silence and patience pining and anticipation my hands are shaking from holding back from you ha ah ah all of this silence and patience pining and desperately waiting my hands are shaking from all this ah ha ha haah you might also like say my name and everything just stops i dont want you like a best friend only bought this dress so you could take it off take it off ha ha haah carve your name into my bedpost cause i dont want you like a best friend only bought this dress so you could take it off take it off ha ha  haahah haahah haahahah only bought this dress so you could take it off haahah haahah haahahah only bought this dress so you could take it off  flashback when you met me your buzzcut and my hair bleached even in my worst times you could see the best in me flashback to my mistakes my rebounds my earthquakes even in my worst lies you saw the truth in me and i woke up just in time now i wake up by your side my one and only my lifeline i woke up just in time now i wake up by your side my hands shake i cant explain this ah ha ha haah say my name and everything just stops i dont want you like a best friend only bought this dress so you could take it off take it off ha ha haah carve your name into my bedpost cause i dont want you like a best friend only bought this dress so you could take it off take it off ha ha haah  there is an indentation in the shape of you only bought this dress so you could take it off you made your mark on me golden tattoo only bought this dress so you could take it off
90,Reputation,Look What You Made Me Do,i dont like your little games dont like your tilted stage the role you made me play of the fool no i dont like you i dont like your perfect crime how you laugh when you lie you said the gun was mine isnt cool no i dont like you oh  but i got smarter i got harder in the nick of time honey i rose up from the dead i do it all the time ive got a list of names and yours is in red underlined i check it once then i check it twice oh ooh look what you made me do look what you made me do look what you just made me do look what you just made me⊔ ooh look what you made me do look what you made me do look what you just made me do look what you just made me do  i dont like your kingdom keys they once belonged to me you asked me for a place to sleep locked me out and threw a feast what the world moves on another day another drama drama but not for me not for me all i think about is karma and then the world moves on but one things for sure maybe i got mine but youll all get yours  but i got smarter i got harder in the nick of time honey i rose up from the dead i do it all the time ive got a list of names and yours is in red underlined i check it once then i check it twice oh you might also like ooh look what you made me do look what you made me do look what you just made me do look what you just made me⊔ ooh look what you made me do look what you made me do look what you just made me do look what you just made me do  i dont trust nobody and nobody trusts me ill be the actress starring in your bad dreams i dont trust nobody and nobody trusts me ill be the actress starring in your bad dreams i dont trust nobody and nobody trusts me ill be the actress starring in your bad dreams i dont trust nobody and nobody trusts me ill be the actress starring in your bad dreams ooh look what you made me do look what you made me do look what you just made me do look what you just made me⊔ ooh look what you made me do look what you made me do look what you just made me⊔ im sorry the old taylor cant come to the phone right now why oh cause shes dead oh ooh look what you made me do look what you made me do look what you just made me do look what you just made me⊔ ooh look what you made me do look what you made me do look what you just made me do look what you just made me do ooh look what you made me do look what you made me do look what you just made me do look what you just made me⊔ ooh look what you made me do look what you made me do look what you just made me do look what you just made me do
91,Reputation,So It Goes...,see you in the dark all eyes on you my magician all eyes on us you make everyone disappear and cut me into pieces gold cage hostage to my feelings back against the wall trippin triptrippin when youre gone  cause we break down a little but when you get me alone its so simple cause baby i know what you know we can feel it and all the pieces fall right into place getting caught up in a moment lipstick on your face so it goes im yours to keep and im yours to lose you know im not a bad girl but i do bad things with you so it goes  met you in a bar all eyes on me your illusionist all eyes on us i make all your gray days clear and wear you like a necklace im so chill but you make me jealous but i got your heart skippin skipskippin when im gone  cause we break down a little but when i get you alone its so simple cause baby i know what you know we can feel it you might also like and all the pieces fall right into place getting caught up in a moment lipstick on your face so it goes im yours to keep and im yours to lose you know im not a bad girl but i do bad things with you so it goes  come here dressed in black now so so so it goes scratches down your back now so so so it goes  you did a number on me but honestly baby whos counting i did a number on you but honestly baby whos counting you did a number on me but honestly baby whos counting whos counting one two three and all the pieces fall pieces fall right into place getting caught up in a moment caught up caught up lipstick on your face so it goes im yours to keep oh and im yours to lose baby you know im not a bad girl but i do bad things with you so it goes  come here dressed in black now so so so it goes scratches down your back now so so so it goes come here dressed in black now so so so it goes scratches down your back now so so so it goes
92,Reputation,I Did Something Bad,i never trust a narcissist but they love me so i play em like a violin and i make it look oh so easy cause for every lie i tell them they tell me three this is how the world works now all he thinks about is me  i can feel the flames on my skin crimson red paint on my lips if a man talks shit then i owe him nothing i dont regret it one bit cause he had it coming they say i did something bad then whys it feel so good they say i did something bad but whys it feel so good most fun i ever had and id do it over and over and over again if i could it just felt so good good  radidididididididididada radidididididididididada radidididididididididada dada dada  i never trust a playboy but they love me so i fly em all around the world and i let them think they saved me they never see it comin what i do next this is how the world works you gotta leave before you get left  i can feel the flames on my skin he says dont throw away a good thing but if he drops my name then i owe him nothin and if he spends my change then he had it comin you might also like they say i did something bad oh then whys it feel so good they say i did something bad but whys it feel so good most fun i ever had and id do it over and over and over again if i could it just felt so good good  radidididididididididada radidididididididididada it just felt so good radidididididididididada dada dada  theyre burning all the witches even if you arent one they got their pitchforks and proof their receipts and reasons theyre burning all the witches even if you arent one so light me up light me up light me up light me up light me up go ahead and light me up light me up light me up light me up light me up light me up light me up light me up light me up  they say i did something bad oh then whys it feel so good so good they say i did something bad but whys it feel so good good most fun i ever had most fun i ever had and id do it over and over and over again if i could it just felt so good good good radidididididididididada radidididididididididada radidididididididididada dada dada  oh you say i did something bad you say i did something bad whys it feel so good good so bad whys it feel so good whys it feel whys it feel so good bad it just felt so good good
93,Lover,It's Nice to Have a Friend,ooh ooh  school bell rings walk me home sidewalk chalk covered in snow lost my gloves you give me one wanna hang out yeah sounds like fun video games you pass me a note sleeping in tents its nice to have a friend ooh its nice to have a friend ooh  light pink sky up on the roof sun sinks down no curfew 20 questions we tell the truth youve been stressed out lately yeah me too something gave you the nerve to touch my hand  its nice to have a friend ooh its nice to have a friend ooh   church bells ring carry me home rice on the ground looks like snow call my bluff call you babe have my back yeah every day feels like home stay in bed the whole weekend you might also like its nice to have a friend ooh its nice to have a friend ooh its nice to have a friend ooh ooh
94,Lover,I Think He Knows,i think he knows his footprints on the sidewalk lead to where i cant stop go there every night i think he knows his hands around a cold glass make me wanna know that body like its mine  he got that boyish look that i like in a man i am an architect im drawing up the plans its like im 17 nobody understands no one understands he got my heartbeat skipping down 16th avenue got that ah i mean wanna see whats under that attitude like i want you bless my soul and i aint gotta tell him i think he knows i think he knows  i think he knows when we get all alone ill make myself at home and hell want me to stay i think he knows hed better lock it down or i wont stick around cause good ones never wait ha  he got that boyish look that i like in a man i am an architect im drawing up the plans hes so obsessed with me and boy i understand boy i understand  he got my heartbeat heartbeat skipping down 16th avenue got that ah i mean i mean wanna see whats under that attitude like i want you bless my soul and i aint gotta tell him i think he knows i think he knows you might also like i want you bless my i want you bless my i want you bless my i want you bless my soul  lyrical smile indigo eyes hand on my thigh we could follow the sparks ill drive lyrical smile indigo eyes hand on my thigh we could follow the sparks ill drive so where we gonna go i whisper in the dark where we gonna go i think he knows  he got my heartbeat heartbeat skipping down 16th avenue baby got that ah i mean i mean wanna see whats under that attitude like yeah i want you bless my soul and i aint gotta tell him i think he knows i think he knows  i want you bless my i want you bless my i want you bless my oh baby i want you bless my soul he got my heartbeat i want you bless my skipping down 16th avenue baby i want you bless my i want you bless my soul and i aint gotta tell him i think he knows
95,Lover,London Boy,we can go drivin in on my scooter uh you know just round london oh id⊔  i love my hometown as much as motown i love socal and you know i love springsteen faded blue jeans tennessee whiskey but somethin happened i heard him laughin i saw the dimples first and then i heard the accent they say home is where the heart is but thats not where mine lives you know i love a london boy i enjoy walkin camden market in the afternoon he likes my american smile like a child when our eyes meet darling i fancy you took me back to highgate met all of his best mates so i guess all the rumors are true you know i love a london boy boy i fancy you ooh  and now i love high tea stories from uni and the west end you can find me in the pub we are watchin rugby with his school friends show me a gray sky a rainy cab ride babes dont threaten me with a good time they say home is where the heart is but god i love the english  you know i love a london boy i enjoy nights in brixton shoreditch in the afternoon he likes my american smile like a child when our eyes meet darling i fancy you took me back to highgate met all of his best mates so i guess all the rumors are true you know i love a london boy boy i fancy you you might also like so please show me hackney doesnt have to be louis v up on bond street just wanna be with you wanna be with you stick with me im your queen like a tennessee stella mccartney on the heath just wanna be with you wanna be with you wanna be with you oh woah  you know i love a london boy i enjoy walkin soho drinkin in the afternoon yeah he likes my american smile like a child when our eyes meet darling i fancy you you took me back to highgate met all of his best mates so i guess all the rumors are true yeah you know i love a london boy oh boy oh i fancy you i fancy you ooh  so please show me hackney doesnt have to be louis v up on bond street just wanna be with you ooh i oh i i fancy you oh woahahah ooh stick with me im your queen like a tennessee stella mccartney on the heath just wanna be with you ooh wanna be with you i fancy you yeah i fancy you ahah ooh
96,Lover,Paper Rings,the moon is high like your friends were the night that we first met went home and tried to stalk you on the internet now ive read all of the books beside your bed the wine is cold like the shoulder that i gave you in the street cat and mouse for a month or two or three now i wake up in the night and watch you breathe  ayy kiss me once cause you know i had a long night oh kiss me twice cause its gonna be alright uh three times cause i waited my whole life 1 2 1 2 3 4 i like shiny things but id marry you with paper rings uh huh thats right darling youre the one i want and i hate accidents except when we went from friends to this uh huh thats right darling youre the one i want in paper rings in picture frames in dirty dreams oh youre the one i want  in the winter in the icy outdoor pool when you jumped in first i went in too im with you even if it makes me blue which takes me back to the color that we painted your brothers wall honey without all the exes fights and flaws we wouldnt be standing here so tall so  ayy kiss you once cause i know you had a long night oh kiss you twice cause its gonna be alright uh three times cause you waited your whole life 1 2 1 2 3 4 ah you might also like i like shiny things but id marry you with paper rings uh huh thats right darling youre the one i want and i hate accidents except when we went from friends to this uh huh thats right darling youre the one i want in paper rings in picture frames in dirty dreams oh youre the one i want  i want to drive away with you i want your complications too i want your dreary mondays wrap your arms around me baby boy i want to drive away with you i want your complications too i want your dreary mondays wrap your arms around me baby boy uh huh  i like shiny things but id marry you with paper rings ahah thats right youre the one i want i hate accidents except when we went from friends to this ahah darling youre the one i want i like shiny things but id marry you with paper rings uh huh thats right darling youre the one i want and i hate accidents except when we went from friends to this uh huh thats right darling youre the one i want in paper rings in picture frames in all my dreams youre the one i want in paper rings in picture frames in all my dreams oh youre the one i want youre the one i want one i want youre the one i want one i want
